id,distribution_4,distribution_5,distribution_10,seg4,seg5,seg10
511.0,[0.13  0.    0.626 0.244],[0.13  0.    0.626 0.    0.244],[0.029 0.101 0.    0.    0.    0.626 0.    0.    0.208 0.037],0.5013333333333333,0.5874999999999999,0.705
512.0,[0.151 0.    0.51  0.339],[0.151 0.    0.51  0.    0.339],[0.022 0.129 0.    0.    0.    0.51  0.    0.    0.302 0.037],0.4653333333333333,0.56125,0.7122222222222221
513.0,[0.    0.    0.942 0.058],[0.    0.    0.942 0.    0.058],[0.    0.    0.    0.    0.    0.942 0.    0.    0.058 0.   ],0.9226666666666666,0.9275,0.9355555555555555
514.0,[0.148 0.    0.373 0.479],[0.148 0.    0.373 0.    0.479],[0.007 0.141 0.    0.    0.    0.373 0.    0.    0.437 0.042],0.4693333333333333,0.565,0.7233333333333333
515.0,[0.26  0.    0.532 0.208],[0.26  0.    0.532 0.    0.208],[0.004 0.255 0.    0.    0.    0.532 0.    0.    0.204 0.004],0.38933333333333336,0.5,0.7683333333333333
516.0,[0.213 0.    0.544 0.243],[0.213 0.    0.544 0.    0.243],[0.004 0.209 0.    0.    0.    0.544 0.    0.    0.241 0.002],0.39200000000000007,0.5,0.7711111111111112
517.0,[0.354 0.    0.629 0.017],[0.354 0.    0.629 0.    0.017],[0.134 0.22  0.    0.    0.    0.629 0.    0.    0.015 0.002],0.644,0.7287499999999999,0.7588888888888888
518.0,[0.311 0.    0.596 0.093],[0.311 0.    0.596 0.    0.093],[0.092 0.219 0.    0.    0.    0.596 0.    0.    0.092 0.001],0.5426666666666667,0.6337499999999999,0.6833333333333333
519.0,[0.049 0.    0.483 0.468],[0.049 0.    0.483 0.    0.468],[0.004 0.045 0.    0.    0.    0.483 0.    0.    0.46  0.008],0.6013333333333333,0.68875,0.8255555555555556
520.0,[0.12  0.    0.566 0.314],[0.12  0.    0.566 0.    0.314],[0.006 0.114 0.    0.    0.    0.566 0.    0.    0.299 0.016],0.5066666666666667,0.5999999999999999,0.7538888888888889
521.0,[0.165 0.    0.477 0.358],[0.165 0.    0.477 0.    0.358],[0.    0.165 0.    0.    0.    0.477 0.    0.    0.357 0.001],0.4466666666666666,0.5437499999999998,0.7766666666666666
522.0,[0.26  0.    0.479 0.26 ],[0.26  0.    0.479 0.    0.26 ],[0.017 0.244 0.    0.    0.    0.479 0.    0.    0.232 0.028],0.33266666666666667,0.49937499999999996,0.7277777777777777
523.0,[0.29  0.    0.567 0.143],[0.29  0.    0.567 0.    0.143],[0.    0.29  0.    0.    0.    0.567 0.    0.    0.083 0.059],0.476,0.57125,0.7305555555555554
529.0,[0.  0.  0.5 0.5],[0.  0.  0.5 0.  0.5],[0.  0.  0.  0.  0.  0.5 0.  0.  0.5 0. ],0.6666666666666666,0.7499999999999999,0.888888888888889
530.0,[0.143 0.    0.429 0.429],[0.143 0.    0.429 0.    0.429],[0.143 0.    0.    0.    0.    0.429 0.    0.    0.429 0.   ],0.47666666666666674,0.5718749999999999,0.7783333333333333
531.0,[0.057 0.    0.632 0.311],[0.057 0.    0.632 0.    0.311],[0.    0.057 0.    0.    0.    0.632 0.    0.    0.311 0.   ],0.5906666666666666,0.67875,0.8255555555555556
532.0,[0.121 0.    0.652 0.227],[0.121 0.    0.652 0.    0.227],[0.092 0.028 0.    0.    0.    0.652 0.    0.    0.168 0.059],0.536,0.59875,0.6894444444444445
533.0,[0.39  0.    0.508 0.102],[0.39  0.    0.508 0.    0.102],[0.16  0.229 0.    0.    0.    0.508 0.    0.    0.085 0.017],0.5306666666666667,0.6224999999999999,0.6638888888888888
534.0,[0.164 0.    0.475 0.361],[0.164 0.    0.475 0.    0.361],[0.025 0.14  0.    0.    0.    0.475 0.    0.    0.347 0.014],0.44799999999999995,0.545,0.7350000000000001
