,index,POI_ID,distribution_4,distribution_5,distribution_10,seg4,seg5,seg10,Latitude,Longitude,poi
3988,3988,POI_1974849265359530072,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.565,39.83,700266221
3989,3989,POI_1975953811134336348,[0.553 0.    0.325 0.122],[0.553 0.    0.325 0.    0.122],[0.006 0.548 0.    0.    0.    0.325 0.    0.    0.122 0.   ],0.5040000000000001,0.5975,0.7716666666666666,116.425,39.965,700488692
3990,3990,POI_1983502006904450087,[0.064 0.    0.597 0.339],[0.064 0.    0.597 0.    0.339],[0.    0.064 0.    0.    0.    0.597 0.    0.    0.238 0.101],0.5813333333333333,0.67,0.7066666666666666,116.16,39.755,700633112
3991,3991,POI_1986183654346176705,[0.776 0.    0.161 0.063],[0.776 0.    0.161 0.    0.063],[0.019 0.757 0.    0.    0.    0.161 0.    0.    0.063 0.   ],0.7013333333333334,0.7200000000000001,0.7977777777777777,116.565,40.05,701047308
3992,3992,POI_1987438082062656793,[0.179 0.    0.655 0.167],[0.179 0.    0.655 0.    0.167],[0.    0.179 0.    0.    0.    0.655 0.    0.    0.107 0.06 ],0.5393333333333333,0.5681250000000001,0.7116666666666666,116.165,39.905,700853368
3993,3993,POI_1987784486951508155,[0.083 0.    0.441 0.476],[0.083 0.    0.441 0.    0.476],[0.008 0.075 0.    0.    0.    0.441 0.    0.    0.475 0.001],0.5559999999999999,0.64625,0.7955555555555555,116.225,39.89,700924636
3994,3994,POI_1992289306246021782,[0.805 0.    0.195 0.   ],[0.805 0.    0.195 0.    0.   ],[0.548 0.257 0.    0.    0.    0.195 0.    0.    0.    0.   ],0.7400000000000001,0.75625,0.7777777777777779,116.49,39.85,700083020
3995,3995,POI_1992358912050902875,[0.021 0.    0.064 0.915],[0.021 0.    0.064 0.    0.915],[0.    0.021 0.    0.    0.    0.064 0.    0.    0.894 0.021],0.8866666666666667,0.89375,0.8822222222222222,116.205,39.835,700893025
3996,3996,POI_1993523390094550178,[0.027 0.    0.109 0.864],[0.027 0.    0.109 0.    0.864],[0.005 0.023 0.    0.    0.    0.109 0.    0.    0.864 0.   ],0.8186666666666667,0.8299999999999998,0.8583333333333334,116.54,40.065,700213478
3997,3997,POI_1993834969525955995,[0.239 0.    0.504 0.258],[0.239 0.    0.504 0.    0.258],[0.121 0.118 0.    0.    0.    0.504 0.    0.    0.258 0.   ],0.3486666666666667,0.5006249999999999,0.6672222222222223,116.325,39.85,700221838
3998,3998,POI_1997617662056329203,[0.569 0.    0.212 0.219],[0.569 0.    0.212 0.    0.219],[0.006 0.562 0.    0.    0.    0.212 0.    0.    0.213 0.006],0.4253333333333333,0.4999999999999999,0.763888888888889,116.385,39.985,700880880
3999,3999,POI_200046489473193668,[0.09  0.    0.575 0.335],[0.09  0.    0.575 0.    0.335],[0.007 0.083 0.    0.    0.    0.575 0.    0.    0.334 0.001],0.5466666666666667,0.6375,0.7877777777777777,116.3,39.95,700896010
4000,4000,POI_2001161171903614289,[0. 0. 0. 1.],[0. 0. 0. 0. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],1.0,1.0,1.0,116.41,39.735,700651280
4001,4001,POI_2001233828873340565,[0.026 0.    0.94  0.034],[0.026 0.    0.94  0.    0.034],[0.    0.026 0.    0.    0.    0.94  0.    0.    0.034 0.   ],0.92,0.9249999999999998,0.9333333333333332,116.15,39.915,701028874
4002,4002,POI_2001387782514697480,[0.118 0.    0.824 0.059],[0.118 0.    0.824 0.    0.059],[0.    0.118 0.    0.    0.    0.824 0.    0.    0.059 0.   ],0.7646666666666667,0.7793749999999999,0.8238888888888889,116.445,39.85,701120288
4003,4003,POI_20035243597946568,[0.029 0.    0.884 0.087],[0.029 0.    0.884 0.    0.087],[0.    0.029 0.    0.    0.    0.884 0.    0.    0.087 0.   ],0.8453333333333334,0.8549999999999999,0.8711111111111112,116.28,39.995,700204649
4004,4004,POI_2003732908254352736,[0.091 0.    0.909 0.   ],[0.091 0.    0.909 0.    0.   ],[0.    0.091 0.    0.    0.    0.909 0.    0.    0.    0.   ],0.8786666666666667,0.8862500000000001,0.8988888888888891,116.59,39.86,701046014
4005,4005,POI_2005204907664446883,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.555,39.975,700022838
4006,4006,POI_2011096970445915436,[0.288 0.    0.575 0.137],[0.288 0.    0.575 0.    0.137],[0.    0.288 0.    0.    0.    0.575 0.    0.    0.137 0.   ],0.484,0.5787499999999999,0.7777777777777777,116.515,39.77,701022284
4007,4007,POI_2011715493953771029,[0.292 0.    0.516 0.192],[0.292 0.    0.516 0.    0.192],[0.026 0.267 0.    0.    0.    0.516 0.    0.    0.192 0.   ],0.4106666666666667,0.51,0.7494444444444446,116.265,40.155,700871476
4008,4008,POI_2013448045130365441,[0.24  0.    0.748 0.012],[0.24  0.    0.748 0.    0.012],[0.002 0.238 0.    0.    0.    0.748 0.    0.    0.012 0.   ],0.664,0.7349999999999999,0.8733333333333333,116.22,39.925,700431533
4009,4009,POI_2013583280381907833,[0.    0.    0.933 0.067],[0.    0.    0.933 0.    0.067],[0.    0.    0.    0.    0.    0.933 0.    0.    0.067 0.   ],0.9106666666666668,0.91625,0.9255555555555556,116.545,39.995,700929843
4010,4010,POI_2014977678574917945,[0.021 0.    0.818 0.161],[0.021 0.    0.818 0.    0.161],[0.002 0.019 0.    0.    0.    0.818 0.    0.    0.161 0.   ],0.7573333333333333,0.7724999999999999,0.8655555555555555,116.4,40.07,700839087
4011,4011,POI_2019813000659389940,[0.043 0.    0.637 0.32 ],[0.043 0.    0.637 0.    0.32 ],[0.039 0.005 0.    0.    0.    0.637 0.    0.    0.32  0.   ],0.6093333333333334,0.6962499999999999,0.8405555555555556,116.3,40.03,700397286
4012,4012,POI_2019822171426452854,[0.228 0.    0.409 0.363],[0.228 0.    0.409 0.    0.363],[0.    0.228 0.    0.    0.    0.409 0.    0.    0.304 0.059],0.3626666666666667,0.5,0.7122222222222221,116.3,40.06,700016652
4013,4013,POI_2020157844697329471,[0.033 0.    0.582 0.386],[0.033 0.    0.582 0.    0.386],[0.022 0.011 0.    0.    0.    0.582 0.    0.    0.386 0.   ],0.6233333333333333,0.7093749999999999,0.8527777777777779,116.39,39.83,700798739
4014,4014,POI_2022635386775438252,[0.673 0.    0.275 0.052],[0.673 0.    0.275 0.    0.052],[0.217 0.456 0.    0.    0.    0.275 0.    0.    0.052 0.   ],0.5973333333333334,0.685,0.7200000000000001,116.185,39.945,700931250
4015,4015,POI_2023545855940267920,[0.183 0.    0.148 0.669],[0.183 0.    0.148 0.    0.669],[0.007 0.176 0.    0.    0.    0.148 0.    0.    0.612 0.057],0.5586666666666668,0.58625,0.7066666666666667,116.54,39.91,700405222
4016,4016,POI_2030279182574294427,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.175,39.7,700780024
4017,4017,POI_2030534562491473200,[0.176 0.    0.476 0.347],[0.176 0.    0.476 0.    0.347],[0.047 0.129 0.    0.    0.    0.476 0.    0.    0.335 0.012],0.4313333333333333,0.5293749999999999,0.7116666666666668,116.275,39.83,700676708
4018,4018,POI_2030835185463234254,[0.    0.    0.938 0.062],[0.    0.    0.937 0.    0.063],[0.    0.    0.    0.    0.    0.937 0.    0.    0.063 0.   ],0.9173333333333332,0.92125,0.93,116.275,39.755,700911203
4019,4019,POI_2031152834102535046,[0.428 0.    0.261 0.311],[0.428 0.    0.261 0.    0.311],[0.007 0.421 0.    0.    0.    0.261 0.    0.    0.311 0.   ],0.3333333333333333,0.5,0.77,116.535,40.105,701198898
4020,4020,POI_2031633906273184626,[0.171 0.    0.77  0.059],[0.171 0.    0.77  0.    0.059],[0.005 0.167 0.    0.    0.    0.77  0.    0.    0.059 0.   ],0.6933333333333334,0.7125,0.8183333333333332,116.675,39.91,None
4021,4021,POI_203344176440875946,[0.172 0.    0.522 0.306],[0.172 0.    0.522 0.    0.306],[0.148 0.024 0.    0.    0.    0.522 0.    0.    0.306 0.   ],0.4373333333333334,0.5349999999999999,0.7511111111111112,116.51,39.82,700789768
4022,4022,POI_2040210542971893152,[0.    0.    0.511 0.489],[0.    0.    0.511 0.    0.489],[0.    0.    0.    0.    0.    0.511 0.    0.    0.489 0.   ],0.6666666666666666,0.7499999999999999,0.8888888888888891,116.285,40.17,700538127
4023,4023,POI_2049776185591669005,[0.038 0.    0.538 0.424],[0.038 0.    0.538 0.    0.424],[0.026 0.011 0.    0.    0.    0.538 0.    0.    0.424 0.   ],0.616,0.7024999999999999,0.8472222222222221,116.56,39.91,700780671
4024,4024,POI_2050751524579749457,[1. 0. 0. 0.],[1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.1,39.705,None
4025,4025,POI_2051636222040895538,[1. 0. 0. 0.],[1. 0. 0. 0. 0.],[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.575,40.02,700816466
4026,4026,POI_2053444005359850750,[0.078 0.    0.614 0.308],[0.078 0.    0.614 0.    0.308],[0.005 0.073 0.    0.    0.    0.614 0.    0.    0.304 0.004],0.5626666666666668,0.6525,0.7977777777777778,116.47,39.86,700511683
4027,4027,POI_2054195590941100162,[0.292 0.    0.619 0.088],[0.292 0.    0.619 0.    0.088],[0.262 0.031 0.    0.    0.    0.619 0.    0.    0.088 0.   ],0.5486666666666667,0.639375,0.7566666666666667,116.27,40.105,700238828
4028,4028,POI_205491505358534434,[0.051 0.    0.606 0.343],[0.051 0.    0.606 0.    0.343],[0.013 0.037 0.    0.    0.    0.606 0.    0.    0.342 0.001],0.5986666666666666,0.68625,0.8316666666666667,116.39,39.965,700035104
4029,4029,POI_2058498259438298396,[0.003 0.    0.794 0.203],[0.003 0.    0.794 0.    0.203],[0.    0.003 0.    0.    0.    0.794 0.    0.    0.199 0.003],0.7253333333333333,0.74625,0.8816666666666666,116.47,40.015,700560182
4030,4030,POI_2058744082201850561,[0.039 0.    0.634 0.327],[0.039 0.    0.634 0.    0.327],[0.013 0.026 0.    0.    0.    0.634 0.    0.    0.321 0.006],0.6146666666666666,0.7012499999999999,0.838888888888889,116.465,39.995,700242823
4031,4031,POI_2063903013332631292,[0.226 0.    0.258 0.516],[0.226 0.    0.258 0.    0.516],[0.081 0.145 0.    0.    0.    0.258 0.    0.    0.5   0.016],0.3653333333333333,0.5,0.6699999999999999,116.435,40.02,700443768
4032,4032,POI_20649659044532893,[0.75 0.   0.15 0.1 ],[0.75 0.   0.15 0.   0.1 ],[0.   0.75 0.   0.   0.   0.15 0.   0.   0.1  0.  ],0.6666666666666666,0.6875,0.7777777777777777,116.39,40.04,700234820
4033,4033,POI_20649659044532893,[0.75 0.   0.15 0.1 ],[0.75 0.   0.15 0.   0.1 ],[0.   0.75 0.   0.   0.   0.15 0.   0.   0.1  0.  ],0.6666666666666666,0.6875,0.7777777777777777,116.39,40.045,700234820
4034,4034,POI_2064993046579816034,[0.067 0.    0.628 0.304],[0.067 0.    0.628 0.    0.304],[0.001 0.066 0.    0.    0.    0.628 0.    0.    0.253 0.051],0.5766666666666667,0.6656249999999999,0.7572222222222222,116.305,39.84,700611776
4035,4035,POI_2068199450390304771,[0.301 0.    0.044 0.655],[0.301 0.    0.044 0.    0.655],[0.    0.301 0.    0.    0.    0.044 0.    0.    0.655 0.   ],0.608,0.6950000000000001,0.84,116.625,39.995,700298093
4036,4036,POI_2076688291608070392,[0.153 0.    0.558 0.289],[0.153 0.    0.558 0.    0.289],[0.052 0.101 0.    0.    0.    0.558 0.    0.    0.184 0.105],0.4626666666666666,0.5587500000000001,0.6088888888888889,116.195,39.935,700354357
4037,4037,POI_2080553340636830607,[0.125 0.    0.431 0.445],[0.125 0.    0.431 0.    0.445],[0.1   0.025 0.    0.    0.    0.431 0.    0.    0.437 0.007],0.5006666666666667,0.594375,0.7422222222222221,116.275,39.835,701043454
4038,4038,POI_20856158469105476,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.53,39.835,700747323
4039,4039,POI_2086350312944398841,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.185,40.095,700996583
4040,4040,POI_2088100252130797852,[0.08  0.    0.588 0.332],[0.08  0.    0.588 0.    0.332],[0.    0.08  0.    0.    0.    0.588 0.    0.    0.319 0.013],0.56,0.65,0.7855555555555556,116.415,40.0,700933954
4041,4041,POI_2091376356900034404,[0.191 0.    0.742 0.068],[0.191 0.    0.742 0.    0.068],[0.027 0.164 0.    0.    0.    0.742 0.    0.    0.064 0.004],0.6553333333333332,0.6768750000000001,0.7838888888888889,116.52,39.9,700648902
4042,4042,POI_2093261257366900367,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.635,40.005,700993804
4043,4043,POI_2093549224762513107,[0. 0. 0. 1.],[0. 0. 0. 0. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,1.0,1.0000000000000002,116.45,40.06,None
4044,4044,POI_209586328852028654,[0.235 0.    0.545 0.221],[0.235 0.    0.545 0.    0.221],[0.075 0.16  0.    0.    0.    0.545 0.    0.    0.221 0.   ],0.3926666666666667,0.500625,0.6950000000000002,116.525,39.785,701128875
4045,4045,POI_2097692195124232017,[0.385 0.    0.538 0.077],[0.385 0.    0.538 0.    0.077],[0.    0.385 0.    0.    0.    0.538 0.    0.    0.077 0.   ],0.5640000000000001,0.6537499999999999,0.8033333333333332,116.46,39.815,701029656
4046,4046,POI_2098975997556499663,[0.048 0.    0.888 0.064],[0.048 0.    0.888 0.    0.064],[0.008 0.04  0.    0.    0.    0.888 0.    0.    0.062 0.002],0.8506666666666667,0.8599999999999999,0.8755555555555555,116.485,39.92,700440934
4047,4047,POI_2100901437590020714,[0.173 0.    0.53  0.296],[0.173 0.    0.53  0.    0.296],[0.012 0.161 0.    0.    0.    0.53  0.    0.    0.266 0.03 ],0.4353333333333333,0.5331250000000001,0.7305555555555555,116.32,39.88,700797488
4048,4048,POI_2101735112494714070,[0.147 0.    0.623 0.23 ],[0.147 0.    0.623 0.    0.23 ],[0.135 0.013 0.    0.    0.    0.623 0.    0.    0.152 0.078],0.4973333333333333,0.5662499999999999,0.6772222222222223,116.54,40.085,700438813
4049,4049,POI_2102444742761556154,[0.296 0.    0.664 0.04 ],[0.296 0.    0.664 0.    0.04 ],[0.    0.296 0.    0.    0.    0.664 0.    0.    0.04  0.   ],0.6133333333333333,0.6999999999999998,0.8444444444444446,116.19,39.945,701078333
4050,4050,POI_2102669481501890447,[0.047 0.    0.605 0.349],[0.047 0.    0.605 0.    0.349],[0.002 0.045 0.    0.    0.    0.605 0.    0.    0.34  0.009],0.6046666666666667,0.6918749999999999,0.8272222222222221,116.5,39.93,700547584
4051,4051,POI_2104883187349174069,[0.642 0.    0.    0.358],[0.642 0.    0.    0.    0.358],[0.    0.642 0.    0.    0.    0.    0.    0.    0.358 0.   ],0.6666666666666666,0.7499999999999999,0.888888888888889,116.44,39.98,700099934
4052,4052,POI_2105513423859955086,[0.047 0.    0.751 0.202],[0.047 0.    0.751 0.    0.202],[0.004 0.043 0.    0.    0.    0.751 0.    0.    0.193 0.009],0.668,0.6912499999999999,0.8266666666666667,116.475,39.88,700519103
4053,4053,POI_2109334209393791268,[0.215 0.    0.577 0.208],[0.215 0.    0.577 0.    0.208],[0.02  0.196 0.    0.    0.    0.577 0.    0.    0.199 0.009],0.436,0.5,0.7461111111111111,116.315,39.895,700379380
4054,4054,POI_2109744136385825227,[1. 0. 0. 0.],[1. 0. 0. 0. 0.],[0.023 0.977 0.    0.    0.    0.    0.    0.    0.    0.   ],1.0,1.0,0.9744444444444444,116.57,39.985,700673364
4055,4055,POI_2116660928812657767,[0.    0.    0.714 0.286],[0.    0.    0.714 0.    0.286],[0.    0.    0.    0.    0.    0.714 0.    0.    0.286 0.   ],0.6666666666666666,0.7500000000000001,0.888888888888889,116.515,39.88,701213827
4056,4056,POI_2120853041322763814,[0.081 0.    0.534 0.385],[0.081 0.    0.534 0.    0.385],[0.058 0.023 0.    0.    0.    0.534 0.    0.    0.339 0.046],0.5586666666666668,0.6487499999999999,0.7477777777777778,116.465,39.925,701106035
4057,4057,POI_2121798778030879991,[0.061 0.    0.363 0.575],[0.061 0.    0.363 0.    0.575],[0.    0.061 0.    0.    0.    0.363 0.    0.    0.575 0.   ],0.5846666666666667,0.673125,0.8205555555555555,116.685,39.865,None
4058,4058,POI_2121811891636704672,[0.076 0.    0.449 0.475],[0.076 0.    0.449 0.    0.475],[0.005 0.071 0.    0.    0.    0.449 0.    0.    0.46  0.015],0.5653333333333334,0.6549999999999998,0.7877777777777778,116.355,39.905,700233562
4059,4059,POI_2122928457966688410,[0.091 0.    0.564 0.345],[0.091 0.    0.564 0.    0.345],[0.001 0.09  0.    0.    0.    0.564 0.    0.    0.339 0.006],0.5453333333333333,0.63625,0.7811111111111112,116.295,39.855,700617223
4060,4060,POI_2126811600761434802,[0.264 0.    0.736 0.   ],[0.264 0.    0.736 0.    0.   ],[0.    0.264 0.    0.    0.    0.736 0.    0.    0.    0.   ],0.6666666666666666,0.7499999999999999,0.888888888888889,116.14,39.94,700263224
4061,4061,POI_2127977338846238155,[0.063 0.    0.668 0.269],[0.063 0.    0.668 0.    0.269],[0.053 0.011 0.    0.    0.    0.668 0.    0.    0.269 0.   ],0.5826666666666667,0.67125,0.8183333333333335,116.625,40.03,701109264
4062,4062,POI_2128427016263848768,[0.117 0.    0.704 0.179],[0.117 0.    0.704 0.    0.179],[0.    0.117 0.    0.    0.    0.704 0.    0.    0.179 0.   ],0.6053333333333333,0.63,0.7777777777777777,116.165,39.77,700529046
4063,4063,POI_2129003497450529312,[0.03  0.    0.537 0.432],[0.03  0.    0.537 0.    0.432],[0.005 0.025 0.    0.    0.    0.537 0.    0.    0.419 0.014],0.626,0.7118749999999999,0.8400000000000001,116.36,39.93,700956083
4064,4064,POI_21295747339323204,[0.179 0.    0.533 0.289],[0.179 0.    0.533 0.    0.289],[0.053 0.126 0.    0.    0.    0.533 0.    0.    0.286 0.002],0.4286666666666667,0.526875,0.7166666666666668,116.41,40.04,700739710
4065,4065,POI_2132101037323457529,[0.    0.    0.074 0.926],[0.    0.    0.074 0.    0.926],[0.    0.    0.    0.    0.    0.074 0.    0.    0.926 0.   ],0.9013333333333332,0.9075,0.9177777777777778,116.435,39.825,700601749
4066,4066,POI_2134488624393447956,[0.17  0.    0.524 0.306],[0.17  0.    0.524 0.    0.306],[0.002 0.168 0.    0.    0.    0.524 0.    0.    0.306 0.   ],0.4399999999999999,0.5375,0.7755555555555554,116.14,39.75,700509851
4067,4067,POI_2135360839293756523,[0.008 0.    0.877 0.115],[0.008 0.    0.877 0.    0.115],[0.006 0.003 0.    0.    0.    0.877 0.    0.    0.106 0.008],0.836,0.8462499999999998,0.87,116.45,39.79,701183630
4068,4068,POI_2138285941806894902,[0. 0. 1. 0.],[0. 0. 1. 0. 0.],[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],1.0,1.0,1.0000000000000002,116.555,40.125,700397208
4069,4069,POI_2139407848668579065,[0.006 0.    0.957 0.037],[0.006 0.    0.957 0.    0.037],[0.    0.006 0.    0.    0.    0.957 0.    0.    0.037 0.   ],0.9426666666666668,0.9462499999999998,0.9522222222222224,116.24,40.165,700899331
4070,4070,POI_2140791933783086455,[0.736 0.    0.248 0.017],[0.736 0.    0.248 0.    0.017],[0.125 0.611 0.    0.    0.    0.248 0.    0.    0.01  0.007],0.6473333333333333,0.729375,0.7594444444444444,116.505,39.835,700238171
4071,4071,POI_214100812792556373,[0. 0. 0. 1.],[0. 0. 0. 0. 1.],[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],1.0,1.0,1.0000000000000002,116.655,39.975,None
4072,4072,POI_2141815771365680024,[0.26  0.    0.439 0.301],[0.26  0.    0.439 0.    0.301],[0.015 0.245 0.    0.    0.    0.439 0.    0.    0.284 0.018],0.3333333333333333,0.5,0.7416666666666666,116.255,40.1,701142415
4073,4073,POI_2143318897304819401,[0.863 0.    0.098 0.039],[0.863 0.    0.098 0.    0.039],[0.01  0.853 0.    0.    0.    0.098 0.    0.    0.039 0.   ],0.8173333333333334,0.82875,0.8366666666666667,116.51,39.8,700212800
4074,4074,POI_2144449973561135222,[0.071 0.    0.584 0.345],[0.071 0.    0.584 0.    0.345],[0.033 0.038 0.    0.    0.    0.584 0.    0.    0.343 0.002],0.572,0.66125,0.8077777777777778,116.34,39.89,700644309
4075,4075,POI_2145727055018802155,[0.183 0.    0.314 0.503],[0.183 0.    0.314 0.    0.503],[0.    0.183 0.    0.    0.    0.314 0.    0.    0.482 0.021],0.4226666666666667,0.52125,0.7544444444444444,116.59,39.9,700048531
4076,4076,POI_2149128965465144466,[0.257 0.    0.404 0.339],[0.257 0.    0.404 0.    0.339],[0.198 0.059 0.    0.    0.    0.404 0.    0.    0.322 0.018],0.3333333333333333,0.5,0.6927777777777778,116.47,39.945,701202794
4077,4077,POI_2152128543902526713,[0.067 0.    0.8   0.133],[0.067 0.    0.8   0.    0.133],[0.    0.067 0.    0.    0.    0.8   0.    0.    0.133 0.   ],0.7333333333333334,0.7499999999999999,0.8144444444444444,116.2,39.975,700419224
4078,4078,POI_2153243610417204509,[0.  0.  0.6 0.4],[0.  0.  0.6 0.  0.4],[0.  0.  0.  0.  0.  0.6 0.  0.  0.4 0. ],0.6666666666666666,0.7499999999999999,0.8888888888888891,116.45,40.065,None
4079,4079,POI_2153583082812697116,[0.175 0.    0.172 0.653],[0.175 0.    0.172 0.    0.653],[0.006 0.168 0.    0.    0.    0.172 0.    0.    0.653 0.   ],0.5373333333333333,0.56625,0.7705555555555555,116.535,40.03,700078734
4080,4080,POI_215517915641954570,[0.087 0.    0.898 0.016],[0.087 0.    0.898 0.    0.016],[0.087 0.    0.    0.    0.    0.898 0.    0.    0.016 0.   ],0.8633333333333333,0.871875,0.8861111111111112,116.28,39.895,700135155
4081,4081,POI_2168255102780979436,[0.207 0.    0.477 0.317],[0.207 0.    0.477 0.    0.317],[0.062 0.145 0.    0.    0.    0.477 0.    0.    0.306 0.011],0.3913333333333333,0.5006249999999999,0.6972222222222223,116.31,39.98,700289562
4082,4082,POI_2176018366942993468,[0.034 0.    0.949 0.017],[0.034 0.    0.949 0.    0.017],[0.    0.034 0.    0.    0.    0.949 0.    0.    0.017 0.   ],0.932,0.9362499999999998,0.9433333333333334,116.515,40.12,701080727
4083,4083,POI_2176196682177166018,[0.106 0.    0.394 0.5  ],[0.106 0.    0.394 0.    0.5  ],[0.015 0.091 0.    0.    0.    0.394 0.    0.    0.5   0.   ],0.5253333333333333,0.6174999999999999,0.7711111111111113,116.39,40.01,700627013
4084,4084,POI_2188446268314163023,[0.262 0.    0.603 0.135],[0.262 0.    0.603 0.    0.135],[0.    0.262 0.    0.    0.    0.603 0.    0.    0.134 0.   ],0.4866666666666666,0.5812499999999999,0.7772222222222223,116.505,39.765,700401411
4085,4085,POI_2189064551993163414,[0.113 0.    0.521 0.366],[0.113 0.    0.521 0.    0.366],[0.101 0.012 0.    0.    0.    0.521 0.    0.    0.366 0.   ],0.516,0.6087499999999999,0.7644444444444446,116.57,39.805,701063612
4086,4086,POI_2190264126429658081,[0.1 0.  0.8 0.1],[0.1 0.  0.8 0.  0.1],[0.  0.1 0.  0.  0.  0.8 0.  0.  0.1 0. ],0.7333333333333334,0.7500000000000001,0.7777777777777778,116.2,39.875,700786848
4087,4087,POI_2191929513258748179,[0.025 0.    0.71  0.265],[0.025 0.    0.71  0.    0.265],[0.002 0.022 0.    0.    0.    0.71  0.    0.    0.238 0.028],0.6333333333333333,0.7187499999999999,0.8311111111111111,116.485,39.935,700420103
4088,4088,POI_2195157169833009372,[0.89  0.    0.085 0.025],[0.89  0.    0.085 0.    0.025],[0.381 0.508 0.    0.    0.    0.085 0.    0.    0.017 0.008],0.8533333333333334,0.8624999999999999,0.7661111111111111,116.255,39.75,700650850
4089,4089,POI_2196916824161713228,[0.037 0.    0.566 0.397],[0.037 0.    0.566 0.    0.397],[0.004 0.033 0.    0.    0.    0.566 0.    0.    0.394 0.003],0.6173333333333333,0.7037499999999999,0.8444444444444444,116.3,39.905,700374624
4090,4090,POI_2200864165301096821,[0.015 0.    0.861 0.124],[0.015 0.    0.861 0.    0.124],[0.    0.015 0.    0.    0.    0.861 0.    0.    0.124 0.   ],0.8146666666666667,0.82625,0.8722222222222222,116.41,39.875,700943078
4091,4091,POI_2203302350842495702,[0.214 0.    0.364 0.421],[0.214 0.    0.364 0.    0.421],[0.024 0.191 0.    0.    0.    0.364 0.    0.    0.414 0.008],0.3806666666666666,0.499375,0.7427777777777779,116.425,40.065,701167025
4092,4092,POI_220689626219424394,[0.5 0.  0.  0.5],[0.5 0.  0.  0.  0.5],[0.  0.5 0.  0.  0.  0.  0.  0.  0.5 0. ],0.6666666666666666,0.7499999999999999,0.888888888888889,116.5,40.09,700958340
4093,4093,POI_2207066799972840549,[0.042 0.    0.486 0.473],[0.042 0.    0.486 0.    0.473],[0.    0.042 0.    0.    0.    0.486 0.    0.    0.473 0.   ],0.6113333333333333,0.6981249999999998,0.8427777777777778,116.335,40.05,700226619
4094,4094,POI_2209194266838392798,[0.033 0.    0.967 0.   ],[0.033 0.    0.967 0.    0.   ],[0.    0.033 0.    0.    0.    0.967 0.    0.    0.    0.   ],0.956,0.95875,0.9633333333333334,116.325,39.7,700343954
4095,4095,POI_221555168180256660,[0.03  0.    0.449 0.52 ],[0.03  0.    0.449 0.    0.52 ],[0.    0.03  0.    0.    0.    0.449 0.    0.    0.505 0.015],0.626,0.7118749999999999,0.8383333333333334,116.69,39.91,None
4096,4096,POI_2216138929158658447,[0.    0.    0.103 0.897],[0.    0.    0.103 0.    0.897],[0.    0.    0.    0.    0.    0.103 0.    0.    0.862 0.034],0.8626666666666667,0.8712500000000001,0.8505555555555556,116.435,40.13,700539775
4097,4097,POI_2219147981114212474,[0.006 0.    0.828 0.166],[0.006 0.    0.828 0.    0.166],[0.    0.006 0.    0.    0.    0.828 0.    0.    0.164 0.002],0.7706666666666667,0.7849999999999998,0.8800000000000001,116.645,39.925,700411810
4098,4098,POI_2230490959842213504,[0.2   0.    0.237 0.563],[0.2   0.    0.237 0.    0.563],[0.004 0.196 0.    0.    0.    0.237 0.    0.    0.561 0.002],0.4173333333333333,0.4999999999999999,0.7711111111111112,116.3,39.955,700586530
4099,4099,POI_2232192170904261005,[0.152 0.    0.619 0.228],[0.152 0.    0.619 0.    0.228],[0.042 0.111 0.    0.    0.    0.619 0.    0.    0.228 0.   ],0.4926666666666666,0.559375,0.7311111111111113,116.28,40.02,700342738
4100,4100,POI_2233128237360794159,[0.184 0.    0.737 0.08 ],[0.184 0.    0.737 0.    0.08 ],[0.    0.184 0.    0.    0.    0.737 0.    0.    0.08  0.   ],0.6486666666666666,0.6706249999999999,0.8005555555555557,116.33,40.025,700028082
4101,4101,POI_2234269938184785962,[0.234 0.    0.317 0.449],[0.234 0.    0.317 0.    0.449],[0.008 0.226 0.    0.    0.    0.317 0.    0.    0.447 0.002],0.3546666666666667,0.4999999999999999,0.7666666666666667,116.495,39.79,700041145
