,id,distribution_4,distribution_5,distribution_10,seg4,seg5,seg10
0,0,[0.375 0.375 0.    0.25 ],[0.375 0.375 0.    0.125 0.125],[0.    0.375 0.    0.375 0.    0.    0.    0.125 0.    0.125],0.3333333333333333,0.43749999999999994,0.6666666666666666
1,2,[0.31  0.183 0.197 0.31 ],[0.31  0.183 0.197 0.141 0.169],[0.    0.31  0.    0.183 0.    0.197 0.    0.141 0.    0.169],0.16,0.1375,0.5555555555555556
2,3,[0.247 0.208 0.13  0.416],[0.247 0.208 0.13  0.247 0.169],[0.    0.247 0.    0.208 0.    0.13  0.    0.247 0.    0.169],0.22066666666666665,0.12687499999999996,0.556111111111111
3,4,[0.143 0.286 0.238 0.333],[0.143 0.286 0.238 0.143 0.19 ],[0.    0.143 0.    0.286 0.    0.238 0.    0.143 0.    0.19 ],0.15866666666666668,0.155,0.5555555555555555
4,42,[0.32 0.13 0.15 0.4 ],[0.32 0.13 0.15 0.23 0.17],[0.   0.32 0.   0.13 0.   0.15 0.   0.23 0.   0.17],0.2933333333333334,0.18750000000000003,0.5555555555555556
5,43,[0.133 0.181 0.193 0.494],[0.133 0.181 0.193 0.289 0.205],[0.    0.133 0.    0.181 0.    0.193 0.    0.289 0.    0.205],0.32466666666666666,0.11687499999999998,0.556111111111111
6,44,[0.318 0.182 0.258 0.242],[0.318 0.182 0.258 0.106 0.136],[0.    0.318 0.    0.182 0.    0.258 0.    0.106 0.    0.136],0.10133333333333334,0.22,0.5555555555555556
7,49,[0.2 0.1 0.  0.7],[0.2 0.1 0.  0.4 0.3],[0.  0.2 0.  0.1 0.  0.  0.  0.4 0.  0.3],0.6,0.37499999999999994,0.6666666666666667
8,52,[0.258 0.032 0.065 0.645],[0.258 0.032 0.065 0.    0.645],[0.    0.258 0.    0.032 0.    0.065 0.    0.    0.    0.645],0.5373333333333333,0.6287499999999999,0.7811111111111112
9,53,[0.195 0.268 0.207 0.329],[0.195 0.268 0.207 0.256 0.073],[0.    0.195 0.    0.268 0.    0.207 0.    0.256 0.    0.073],0.13000000000000003,0.164375,0.585
10,54,[0.247 0.123 0.185 0.444],[0.247 0.123 0.185 0.346 0.099],[0.    0.247 0.    0.123 0.    0.185 0.    0.346 0.    0.099],0.25933333333333336,0.24125,0.5566666666666665
11,55,[0.271 0.119 0.271 0.339],[0.271 0.119 0.271 0.271 0.068],[0.    0.271 0.    0.119 0.    0.271 0.    0.271 0.    0.068],0.17466666666666672,0.26625,0.5911111111111111
12,56,[0.27  0.191 0.258 0.281],[0.27  0.191 0.258 0.191 0.09 ],[0.    0.27  0.    0.191 0.    0.258 0.    0.191 0.    0.09 ],0.0786666666666667,0.16,0.5666666666666667
13,57,[0.13  0.259 0.167 0.444],[0.13  0.259 0.167 0.093 0.352],[0.    0.13  0.    0.259 0.    0.167 0.    0.093 0.    0.352],0.27066666666666667,0.263125,0.563888888888889
